Date, particules PM2.5 (µg/m³) ,Validation
2023-04-01 12:00,1.4,validée
2023-04-01 13:00,1.3,validée
2023-04-01 14:00,1.6,validée
2023-04-01 15:00,1.1,validée
2023-04-01 16:00,1.1,validée
2023-04-01 17:00,0.9,validée
2023-04-01 18:00,1.1,validée
2023-04-01 19:00,1.7,validée
2023-04-01 20:00,2.9,validée
2023-04-01 21:00,1.5,validée
2023-04-01 22:00,2.4,validée
2023-04-01 23:00,2.8,validée
